0	5
11	1
16	1
18	2
27	1
28	1
30	1
31	2
33	2
36	1
37	1
38	1
39	1
43	1
44	5
50	5
52	1
53	1
55	6
57	1
61	4
63	1
66	3
68	1
70	1
72	5
73	4
77	1
78	1
83	7
84	2
88	1
89	1
94	7
100	6
